drug_id,drug_name,treats,causes
DB06769,Bendamustine,leukemia; lymphoma,anaphylaxis
DB06771,Besifloxacin,conjunctivitis,redness; redness
DB06774,Capsaicin,pain; neuralgia; neuropathic pain; neuralgia,
DB06779,Dalteparin,angina; angina; heart failure,rash; angioedema; alopecia; alopecia; rash; angioedema; thrombocytopenia
DB06781,Difluprednate,pain,
DB06782,Dimercaprol,,seizure
DB06783,Prussian blue,,pain; abdominal pain; distension; abdominal pain; constipation; abdominal pain
DB06784,Gallium citrate Ga 67,lymphoma,
DB06787,Hexocyclium,diarrhea; diarrhea,
DB06789,Hydroxyprogesterone caproate,,swelling; pain; swelling; nausea; diarrhea; urticaria; swelling; pruritus; urticaria; diarrhea; urticaria
DB06791,Lanreotide,,pain; abdominal pain; bradycardia; nausea; vomiting; distension; abdominal pain; diarrhea; alopecia; bradycardia; alopecia; diarrhea; abdominal pain; diabetes
DB06792,Lanthanum carbonate,,headache; nausea; vomiting
DB06794,Lodoxamide,conjunctivitis,
DB06796,Mangafodipir,,fever; pain; headache; abdominal pain; dizziness; palpitations; flushing; nausea; vomiting; abdominal pain; diarrhea; flushing; palpitations; fever; diarrhea; abdominal pain
DB06799,Methenamine,,nausea; dysuria; rash; rash
DB06800,Methylnaltrexone,constipation,hyperhidrosis; pain; abdominal pain; dizziness; hypotension; orthostatic hypotension; nausea; flatulence; abdominal pain; diarrhea; hyperhidrosis; diarrhea; abdominal pain; hypotension
DB06802,Nepafenac,pain,
DB06803,Niclosamide,,discomfort; nausea; vomiting; diarrhea; diarrhea
DB06804,Nonoxynol-9,,hiv
DB06809,Plerixafor,lymphoma,
DB06810,Plicamycin,,epistaxis
DB06811,Polidocanol,spider veins,pain
DB06813,Pralatrexate,lymphoma,
DB06817,Raltegravir,hiv,
DB06819,Phenylbutyric acid,,weight gain; edema; pain; headache; abdominal pain; syncope; arrhythmia; syncope; edema; nausea; vomiting; abdominal pain; constipation; rectal bleeding; amenorrhea; rash; ecchymosis; weight gain; arrhythmia; amenorrhea; ecchymosis; rash; abdominal pain; arrhythmia; gastritis; peptic ulcer; pancreatitis; anemia; thrombocytopenia
DB06822,Tinzaparin,,alopecia; alopecia; thrombocytopenia
DB06824,Triethylenetetramine,,anemia
DB06825,Triptorelin,,fatigue; pain; headache; dizziness; hypertension; vomiting; diarrhea; impotence; pruritus; fatigue; fatigue; fatigue; diarrhea; insomnia; emotional lability; hypertension; anemia
DB06826,Unoprostone,pressure; hypertension; hypertension,
DB06827,Viomycin,tuberculosis,
DB07615,Tranilast,rhinitis; dermatitis; rhinitis; asthma; dermatitis; asthma,
DB08439,Parecoxib,pain,
DB08502,Capravirine,hiv; aids,
DB08796,Pipazethate,cough; cough,
DB08799,Antazoline,nasal congestion; conjunctivitis,
DB08800,Chloropyramine,rhinitis; rhinitis; conjunctivitis; asthma; asthma,
DB08801,Dimetindene,fever; rhinitis; eczema; urticaria; pruritus; fever; urticaria; rhinitis; eczema; urticaria,fever; ataxia; tachycardia; hypotension; redness; urine retention; ataxia; redness; tachycardia; fever; depression; hypotension; depression
DB08802,Isothipendyl,itching,
DB08803,Tymazoline,,pressure; collapse
DB08804,Nandrolone decanoate,angioedema; angioedema,
DB08805,Metiamide,reflux; heartburn; indigestion; indigestion; heartburn; peptic ulcer,
DB08807,Bopindolol,edema; atrial fibrillation; hypertension; edema; hypertension,
DB08808,Bupranolol,tachycardia; hypertension; tachycardia; hypertension,bradycardia; hypotension; bradycardia; hypotension
DB08810,Cinitapride,reflux; dyspepsia; dyspepsia,confusion; confusion
DB08811,Tofisopam,anxiety,
DB08813,Nadroparin,angina; angina,thrombocytopenia
DB08814,Triflusal,atrial fibrillation,
DB08815,Lurasidone,schizophrenia,
DB08816,Ticagrelor,,nausea; vomiting; diarrhea; diarrhea
DB08818,Hyaluronic acid,pain; cystitis; osteoarthritis,
DB08819,Tafluprost,pressure; hypertension; hypertension,
DB08822,Azilsartan medoxomil,hypertension; hypertension,hypotension; diarrhea; diarrhea; hypotension
DB08824,Ioflupane I-123,tremor; tremor,
DB08826,Deferiprone,,nausea; diarrhea; diarrhea
DB08828,Vismodegib,,fatigue; weight loss; ageusia; dysgeusia; nausea; vomiting; diarrhea; constipation; alopecia; weight loss; alopecia; fatigue; fatigue; fatigue; weight loss; diarrhea
DB08831,2-deoxyglucose,epilepsy; tumors; herpes,
DB08834,Tauroursodeoxycholic acid,cirrhosis,
DB08835,Spaglumic Acid,conjunctivitis,
DB08836,Temocapril,hypertension; hypertension; heart failure,
DB08837,Tetraethylammonium,,distress; paralysis; respiratory distress
DB08838,Agmatine,pain; neuropathic pain; epilepsy; depression; anxiety; neuropathy; diabetes; depression; schizophrenia,
DB08842,Acetylcarnitine,fatigue; fatigue; fatigue; fatigue; depression; dementia; hepatitis; neuropathy; diabetes; depression; dementia; hiv; hepatitis,
DB08846,Ellagic Acid,lymphoma,
DB08860,Pitavastatin,,pain; back pain; myalgia; diarrhea; constipation; myalgia; back pain; myalgia; diarrhea
DB08864,Rilpivirine,hiv,
DB08865,Crizotinib,lymphoma,
DB08868,Fingolimod,frequency,edema; pressure; edema
DB08869,Tesamorelin,hiv,diarrhea; diarrhea; heart failure; neuropathy
DB08870,Brentuximab vedotin,lymphoma,neuropathy
DB08871,Eribulin,,neuropathy
DB08872,Gabapentin Enacarbil,neuralgia; neuralgia,headache; dizziness
DB08873,Boceprevir,,fatigue; headache; dysgeusia; nausea; fatigue; fatigue; fatigue; anemia
DB08874,Fidaxomicin,diarrhea; diarrhea,
DB08875,Cabozantinib,,hemoptysis; hemoptysis
DB08876,Taliglucerase Alfa,,pain; headache; chest pain; arthralgia; chest pain; arthralgia; urticaria; arthralgia; urticaria; urticaria
DB08877,Ruxolitinib,,thrombocytopenia
DB08878,Aminopterin,psoriasis; leukemia,
DB08879,Belimumab,,pyrexia; pain; migraine; pharyngitis; nausea; diarrhea; diarrhea; depression; insomnia; bronchitis; migraine; depression
DB08882,Linagliptin,diabetes,
DB08883,Perampanel,,irritability; aggression
DB08885,Aflibercept,edema; edema,fatigue; pain; pressure; headache; abdominal pain; dysphonia; hypertension; abdominal pain; diarrhea; fatigue; epistaxis; fatigue; fatigue; diarrhea; abdominal pain; hypertension; thrombocytopenia
DB08886,Asparaginase Erwinia chrysanthemi,leukemia,edema; pain; edema; pancreatitis; allergy; anaphylaxis
DB08888,Ocriplasmin,,edema; pain; eye pain; visual impairment; blurred vision; edema
DB08889,Carfilzomib,,pyrexia; febrile; fatigue; dyspnea; nausea; diarrhea; fatigue; fatigue; fatigue; dyspnea; diarrhea; anemia; thrombocytopenia
DB08890,Linaclotide,constipation; irritable bowel syndrome,pain; abdominal pain; distension; flatulence; abdominal pain; diarrhea; diarrhea; abdominal pain
DB08893,Mirabegron,frequency; urinary frequency; urgency; incontinence,headache; hypertension; hypertension; urinary tract infection
DB08894,Peginesatide,anemia,cough; dyspnea; nausea; diarrhea; dyspnea; cough; diarrhea
DB08895,Tofacitinib,arthritis; pneumonia; arthritis; rheumatoid arthritis; psoriasis; herpes,anemia
DB08896,Regorafenib,,fever; fatigue; asthenia; pain; abdominal pain; dysphonia; hypertension; nausea; abdominal pain; diarrhea; rash; fatigue; fatigue; fever; fatigue; rash; diarrhea; abdominal pain; hypertension
DB08897,Aclidinium,bronchospasm; bronchitis; emphysema,headache; cough; cough
DB08898,Glucarpidase,,headache; paresthesia; hypotension; flushing; nausea; vomiting; flushing; hypotension
DB08899,Enzalutamide,,fatigue; weakness; asthenia; edema; pain; headache; back pain; arthralgia; dizziness; paresthesia; weakness; hypertension; edema; peripheral edema; diarrhea; hematuria; arthralgia; weakness; back pain; fatigue; weakness; hematuria; fatigue; weakness; fatigue; arthralgia; diarrhea; anxiety; insomnia; hypertension
DB08900,Teduglutide,,pain; abdominal pain; nausea; vomiting; distension; abdominal pain; abdominal pain
DB08901,Ponatinib,leukemia,pyrexia; fatigue; pain; headache; abdominal pain; arthralgia; hypertension; nausea; abdominal pain; constipation; arthralgia; rash; dry skin; dry skin; fatigue; fatigue; fatigue; arthralgia; rash; abdominal pain; hypertension; anemia; thrombocytopenia
DB08902,Raxibacumab,,pain; rash; pruritus; rash
DB08903,Bedaquiline,tuberculosis,headache; arthralgia; nausea; arthralgia; arthralgia
DB08904,Certolizumab pegol,arthritis; arthritis; rheumatoid arthritis,rash; rash; urinary tract infection
DB08906,Fluticasone furoate,rhinitis; rhinitis; asthma; bronchitis; emphysema; asthma,pyrexia; pain; headache; back pain; cough; back pain; epistaxis; cough
DB08907,Canagliflozin,diabetes,increased urination; urinary tract infection
DB08908,Dimethyl fumarate,,pain; abdominal pain; flushing; nausea; abdominal pain; diarrhea; flushing; diarrhea; abdominal pain
DB08909,Glycerol Phenylbutyrate,,headache; flatulence; diarrhea; diarrhea
DB08910,Pomalidomide,,pyrexia; fatigue; asthenia; pain; back pain; dyspnea; nausea; diarrhea; constipation; back pain; fatigue; fatigue; fatigue; dyspnea; diarrhea; anemia
DB08911,Trametinib,,diarrhea; rash; rash; diarrhea
DB08912,Dabrafenib,,pyrexia; headache; arthralgia; arthralgia; hyperkeratosis; alopecia; alopecia; arthralgia
DB08913,Radium Ra 223 Dichloride,,edema; edema; peripheral edema; nausea; vomiting; diarrhea; diarrhea
DB08915,Aleglitazar,diabetes,
DB08916,Afatinib,,diarrhea; rash; dermatitis; pruritus; dry skin; dry skin; rash; diarrhea; dermatitis
DB08917,Ferric Carboxymaltose,anemia,dizziness; hypertension; flushing; nausea; flushing; hypertension
DB08918,Levomilnacipran,,hyperhidrosis; palpitations; tachycardia; nausea; vomiting; constipation; erectile dysfunction; hyperhidrosis; palpitations; tachycardia; erectile dysfunction
DB08922,Perospirone,mania; schizophrenia,insomnia
DB08930,Dolutegravir,hiv,
DB08931,Riociguat,hypertension; hypertension,
DB08932,Macitentan,hypertension; hypertension,
DB08933,Luliconazole,,dermatitis; dermatitis; cellulitis
DB08934,Sofosbuvir,hepatitis; cirrhosis; hiv; hepatitis,fatigue; headache; bradycardia; bradycardia; fatigue; fatigue; fatigue
DB08935,Obinutuzumab,leukemia,hepatitis; thrombocytopenia; hepatitis
DB08949,Inositol nicotinate,claudication; claudication,edema; pain; headache; muscle pain; edema; redness; nausea; vomiting; muscle pain; rash; redness; rash
DB08964,Gemeprost,,pyrexia; chills; weakness; pain; headache; chest pain; back pain; weakness; dyspnea; chest pain; palpitations; tachycardia; hypotension; flushing; nausea; vomiting; diarrhea; loose stools; weakness; muscle weakness; back pain; flushing; palpitations; tachycardia; weakness; weakness; dyspnea; diarrhea; hypotension
DB09001,Barbexaclone,epilepsy,
DB09011,Beclamide,epilepsy; anxiety; impulsivity,
DB09012,Carbazochrome,purpura; purpura,
DB09014,Captodiame,anxiety,seizure; ataxia; ataxia
DB09016,Butriptyline,,sweating; fatigue; weakness; pressure; dizziness; epilepsy; tremor; weakness; incoordination; blurred vision; palpitations; low blood pressure; nausea; vomiting; constipation; weakness; sweating; tremor; palpitations; fatigue; weakness; fatigue; weakness; fatigue
DB09017,Brotizolam,insomnia,
DB09018,Bromopride,nausea; vomiting; reflux,
DB09026,Aliskiren,pressure; hypertension; hypertension,hypotension; hypotension
DB09027,Ledipasvir,cirrhosis; hiv,fatigue; headache; fatigue; fatigue; fatigue
DB09029,Secukinumab,psoriasis,
DB09030,Vorapaxar,,peptic ulcer
DB09031,Miltefosine,,rash; rash
DB09034,Suvorexant,insomnia,paralysis; depression; depression
DB09035,Nivolumab,tumors,paresis; paresis; pancreatitis; hepatitis; nephritis; neuropathy; hypothyroidism; hyperthyroidism; adrenal insufficiency; hepatitis
DB09036,Siltuximab,immunodeficiency; hiv,fever; rash; fever; rash
DB09037,Pembrolizumab,tumors,arthritis; pancreatitis; hepatitis; nephritis; arthritis; hypothyroidism; hyperthyroidism; hepatitis
DB09038,Empagliflozin,diabetes,dehydration; pressure; syncope; hypotension; orthostatic hypotension; syncope; hypotension
DB09041,Tavaborole,,erythema; dermatitis; erythema; exfoliation; dermatitis
DB09042,Tedizolid Phosphate,,dizziness; paresthesia; blurred vision; tachycardia; hypertension; nausea; vomiting; diarrhea; urticaria; tachycardia; urticaria; diarrhea; hypertension; urticaria; anemia
DB09043,Albiglutide,diabetes,tumors
DB09045,Dulaglutide,diabetes,tumors
DB09046,Metreleptin,,weight loss; pain; headache; abdominal pain; abdominal pain; weight loss; weight loss; abdominal pain; lymphoma
DB09048,Netupitant,nausea; vomiting,
DB09049,Naloxegol,pain; constipation,
DB09050,Ceftolozane,pyelonephritis,
DB09052,Blinatumomab,leukemia,febrile; pneumonia
DB09053,Ibrutinib,leukemia; lymphoma,
DB09054,Idelalisib,leukemia; lymphoma,
DB09057,Anthrax immune globulin human,,swelling; pain; headache; back pain; swelling; nausea; back pain; swelling
DB09060,Avibactam,pyelonephritis,
DB09061,Cannabidiol,pain; neuropathic pain,
DB09063,Ceritinib,lymphoma,pain; abdominal pain; bradycardia; nausea; vomiting; abdominal pain; diarrhea; bradycardia; diarrhea; abdominal pain
DB09065,Cobicistat,hiv,nausea; jaundice; icterus; jaundice; icterus; jaundice
DB09067,Corticorelin ovine triflutate,,pressure; loss of consciousness; tachycardia; tachycardia
DB09068,Vortioxetine,,nausea; diarrhea; diarrhea; mania
DB09069,Trimetazidine,angina; angina,
DB09071,Tasimelteon,,headache
DB09072,Sodium oxybate,narcolepsy,diaphoresis; headache; myoclonus; ataxia; emesis; ataxia
DB09074,Olaparib,,fever; pain; headache; back pain; dizziness; cough; dyspnea; wheezing; constipation; back pain; rash; fever; rash; wheezing; dyspnea; cough; urinary tract infection; leukemia
DB09075,Edoxaban,atrial fibrillation,
DB09076,Umeclidinium,,arthralgia; cough; bronchospasm; atrial fibrillation; arthralgia; arthralgia; cough
DB09077,Dinutuximab,,fever; pain; chest pain; abdominal pain; back pain; arthralgia; neuralgia; neuropathic pain; chest pain; hypotension; abdominal pain; arthralgia; back pain; fever; arthralgia; abdominal pain; hypotension; neuralgia
DB09078,Lenvatinib,,fatigue; asthenia; edema; hypertension; edema; nausea; diarrhea; fatigue; fatigue; fatigue; diarrhea; hypertension
DB09079,Nintedanib,,pain; headache; abdominal pain; hypertension; nausea; vomiting; abdominal pain; diarrhea; diarrhea; abdominal pain; bronchitis; pneumonia; hypertension
DB09080,Olodaterol,asthma; bronchitis; emphysema; asthma,pain; back pain; arthralgia; dizziness; cough; diarrhea; frequency; arthralgia; back pain; rash; arthralgia; rash; cough; diarrhea; bronchitis; urinary tract infection
DB09081,Idebenone,visual impairment; neuropathy,pain; back pain; cough; back pain; cough
DB09082,Vilanterol,asthma; bronchitis; emphysema; asthma,
DB09083,Ivabradine,heart failure,
DB09084,Benzydamine,swelling; pain; dental pain; swelling; swelling,
DB09085,Tetracaine,,fever; edema; headache; dizziness; edema; erythema; vomiting; erythema; fever; depression; depression
DB09086,Eugenol,toothache,
DB09087,Potassium alum,secretions; constipation,
DB09089,Trimebutine,irritable bowel syndrome,fatigue; pain; dizziness; nausea; dyspepsia; diarrhea; constipation; dyspepsia; fatigue; fatigue; fatigue; diarrhea
DB09090,Pinaverium,pain; discomfort; abdominal pain; abdominal pain; abdominal pain; irritable bowel syndrome,pain; headache; vertigo; nausea; heartburn; distension; constipation; heartburn; allergy
DB09091,Tixocortol,rhinitis; pharyngitis; rhinitis,allergy
DB09092,Xanthinol,,pain; abdominal pain; hypotension; flushing; abdominal pain; flushing; abdominal pain; hypotension
DB09094,Podophyllin,,burning; itching; depression; depression
DB09095,Difluocortolone,swelling; swelling; redness; eczema; swelling; itching; redness; eczema; psoriasis,vesicles; patches
DB09096,Benzoyl peroxide,,burning
DB09097,Quinagolide,,fatigue; anorexia; pain; headache; abdominal pain; dizziness; syncope; nasal congestion; hypotension; orthostatic hypotension; syncope; flushing; nausea; vomiting; abdominal pain; constipation; anorexia; flushing; fatigue; fatigue; fatigue; anorexia; abdominal pain; insomnia; anorexia; hypotension
DB09100,"Thyroid, porcine",nodules; hypothyroidism; hyperthyroidism,fever; sweating; weight loss; pain; headache; chest pain; shortness of breath; chest pain; irregular heartbeat; vomiting; diarrhea; weight loss; sweating; fever; weight loss; diarrhea; irritability
DB09101,Elvitegravir,hiv,fatigue; pain; abdominal pain; nausea; vomiting; dyspepsia; abdominal pain; diarrhea; dyspepsia; rash; fatigue; fatigue; fatigue; rash; diarrhea; abdominal pain; depression; insomnia; depression
DB09102,Daclatasvir,cirrhosis,fatigue; headache; dizziness; bradycardia; nausea; diarrhea; rash; bradycardia; fatigue; fatigue; fatigue; rash; diarrhea; insomnia; anemia
DB09104,Magnesium Hydroxide,heartburn; indigestion; constipation; indigestion; heartburn,weakness; thirst; pain; cramping; abdominal pain; weakness; confusion; heart block; hypotension; flushing; redness; nausea; vomiting; abdominal pain; diarrhea; weakness; muscle weakness; redness; flushing; weakness; weakness; diarrhea; abdominal pain; depression; confusion; hypotension; appendicitis; depression
DB09107,Methoxy polyethylene glycol-epoetin beta,anemia,hypertension; hypertension
DB09110,Coenzyme M,cystitis,fever; fatigue; asthenia; anorexia; pain; headache; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; constipation; anorexia; alopecia; alopecia; fatigue; fatigue; fever; fatigue; anorexia; diarrhea; abdominal pain; anorexia; anemia; thrombocytopenia
DB09112,Sodium Nitrite,,collapse; hypotension; hypotension
DB09113,Poractant alfa,distress; respiratory distress,
DB09117,Paraldehyde,,edema; headache; sore throat; dizziness; sore throat; hypotension; edema; nausea; depression; hypotension; heart failure; hepatitis; nephritis; depression; hepatitis
DB09118,Stiripentol,epilepsy,weight loss; anorexia; ataxia; nausea; vomiting; anorexia; loss of appetite; dystonia; ataxia; weight loss; anorexia; weight loss; irritability; aggression; insomnia; anorexia
DB09119,Eslicarbazepine acetate,,dizziness; ataxia; diplopia; nausea; vomiting; ataxia; euphoria
DB09120,Zucapsaicin,pain; osteoarthritis,burning; headache; arthralgia; burning sensation; cough; sneezing; arthralgia; arthralgia; cough; osteoarthritis
DB09122,Peginterferon beta-1a,,pyrexia; chills; asthenia; pain; headache; arthralgia; myalgia; erythema; arthralgia; myalgia; pruritus; erythema; arthralgia; myalgia; influenza
DB09123,Dienogest,,tumors; lymphoma
DB09128,Brexpiprazole,schizophrenia,tremor; tremor
DB09129,Chromic chloride,,nausea; vomiting
DB09131,Cupric Chloride,,edema; photophobia; edema; peripheral edema; diarrhea; diarrhea
DB09132,Gadoteric acid,,pain; burning; headache; burning sensation; nausea
DB09134,Ioversol,,hyperthermia; edema; paralysis; edema; anuria
DB09140,Oxygen,dyspnea; gas; dyspnea,gas
DB09141,Protamine sulfate,,pressure; dyspnea; bradycardia; hypertension; nausea; vomiting; bradycardia; dyspnea; hypertension; anaphylaxis
DB09143,Sonidegib,,fatigue; asthenia; weight loss; dehydration; myalgia; syncope; hypertension; syncope; nausea; myalgia; weight loss; fatigue; fatigue; fatigue; weight loss; myalgia; hypertension
DB09146,Iron saccharate,,swelling; pain; burning; headache; chest pain; dizziness; fainting; collapse; loss of consciousness; seizure; numbness; tingling; shortness of breath; dyspnea; hoarseness; chest pain; hypotension; fainting; swelling; rash; hives; swelling; itching; rash; dyspnea; hypotension
DB09148,Florbetaben (18F),,pain; erythema; erythema
DB09149,Florbetapir (18F),,fatigue; pain; pressure; headache; nausea; fatigue; fatigue; fatigue
DB09151,Flutemetamol (18F),,pressure; headache; dizziness; flushing; nausea; flushing
DB09152,Nitrogen,,alopecia; alopecia
DB09153,Sodium Chloride,,hypertension; hypertension
DB09154,Sodium Citrate,,tetany
DB09155,Helium,asthma; asthma,hypothermia
DB09156,Iopromide,,hyperthermia; edema; pain; headache; chest pain; back pain; paralysis; dysgeusia; chest pain; edema; nausea; vomiting; urgency; urinary urgency; back pain
DB09157,Carbon dioxide,anesthesia; rapid breathing; gas,
DB09161,Technetium Tc-99m sestamibi,coronary artery disease,fever; fatigue; asthenia; edema; pain; abdominal pain; dizziness; syncope; seizure; dyspnea; bradycardia; arrhythmia; hypotension; syncope; edema; flushing; vomiting; abdominal pain; arthritis; rash; urticaria; angioedema; flushing; bradycardia; arrhythmia; fatigue; fatigue; fever; fatigue; rash; urticaria; angioedema; dyspnea; abdominal pain; hypotension; arrhythmia; arthritis; urticaria
DB09163,Technetium Tc-99m exametazime,inflammatory bowel disease,
DB09164,Technetium Tc-99m disofenin,fever; pain; tenderness; jaundice; tenderness; jaundice; jaundice; fever; cholecystitis,chills; erythema; nausea; itching; erythema
DB09165,Technetium Tc-99m pyrophosphate,,fever; chills; dizziness; hypotension; flushing; nausea; vomiting; itching; flushing; fever; hypotension
DB09166,Etizolam,depression; anxiety; panic; insomnia; depression; anxiety disorder,weakness; headache; fainting; tremor; weakness; incoordination; confusion; fainting; weakness; muscle weakness; tremor; weakness; weakness; depression; confusion; depression
DB09167,Dosulepin,anxiety,sweating; perspiration; headache; dizziness; giddiness; collapse; tremor; disorientation; blurred vision; palpitations; tachycardia; hypotension; postural hypotension; nausea; vomiting; constipation; sweating; tremor; palpitations; tachycardia; anxiety; panic; irritability; disorientation; insomnia; hypotension
DB09183,Dasabuvir,cirrhosis,asthenia; nausea; pruritus; insomnia
DB09185,Viloxazine,depression; depression,sweating; anorexia; pressure; headache; dizziness; tremor; ataxia; confusion; tachycardia; nausea; vomiting; heartburn; indigestion; constipation; indigestion; heartburn; anorexia; ataxia; pruritus; sweating; tremor; tachycardia; anorexia; mania; irritability; confusion; anorexia
DB09194,Etoperidone,impotence; depression; depression,pressure; hypotension; hypotension
DB09197,Mepiprazole,anxiety,
DB09198,Lobeglitazone,diabetes,weight gain; edema; edema; weight gain; heart failure
DB09204,Arotinolol,pressure; high blood pressure,
DB09205,Moxisylyte,erectile dysfunction; erectile dysfunction,
DB09208,Pegloticase,gout,heart failure; gout; anaphylaxis
DB09209,Pholcodine,cough; cough,
DB09210,Piracetam,twitching; myoclonus,
DB09211,Limaprost,pain; numbness; claudication; claudication,discomfort; headache; flushing; nausea; vomiting; diarrhea; flushing; diarrhea
DB09213,Dexibuprofen,fever; pain; arthritis; fever; arthritis; osteoarthritis; rheumatoid arthritis,hypertension; nausea; vomiting; dyspepsia; dyspepsia; hypertension
DB09214,Dexketoprofen,pain,
DB09216,Tolfenamic Acid,migraine; migraine,
DB09217,Firocoxib,fever; pain; fever,
DB09218,Clonixin,pain,
DB09219,Bisoxatin,constipation,
DB09220,Nicorandil,angina; angina,lethargy; weakness; pain; chest pain; angina; back pain; myalgia; weakness; chest pain; angina; palpitations; hypotension; nausea; vomiting; dyspepsia; dyspepsia; myalgia; weakness; back pain; palpitations; weakness; weakness; myalgia; bronchitis; hypotension
DB09223,Blonanserin,schizophrenia,
DB09224,Melperone,schizophrenia,
DB09225,Zotepine,schizophrenia,
DB09226,RP5063,schizophrenia,
DB09227,Barnidipine,angina; angina; hypertension; hypertension,
DB09228,Conestat alfa,angioedema; angioedema,headache; nausea; diarrhea; diarrhea
DB09229,Aranidipine,hypertension; hypertension,
DB09230,Azelnidipine,hypertension; hypertension,
DB09231,Benidipine,hypertension; hypertension,
DB09232,Cilnidipine,hypertension; hypertension,
DB09235,Efonidipine,hypertension; hypertension,
DB09236,Lacidipine,hypertension; hypertension,
DB09237,Levamlodipine,hypertension; hypertension,
DB09238,Manidipine,hypertension; hypertension,fatigue; headache; dizziness; flushing; rash; flushing; fatigue; fatigue; fatigue; rash
DB09241,Methylene blue,pressure; hypotension; hypotension; cirrhosis,
DB09242,Moxonidine,hypertension; hypertension,edema; headache; angina; angina; bradycardia; hypotension; edema; claudication; claudication; bradycardia; depression; hypotension; coronary artery disease; heart failure; depression
DB09243,Hydracarbazine,hypertension; hypertension,
DB09244,Pirlindole,depression; depression,
DB09245,Toloxatone,depression; depression,
DB09246,Benmoxin,depression; depression,
DB09247,Iproclozide,depression; depression,
DB09248,Mebanazine,depression; depression,
DB09249,Octamoxin,depression; depression,
DB09250,Pheniprazine,angina; angina; depression; depression; schizophrenia,
DB09251,Phenoxypropazine,depression; depression,
DB09252,Pivhydrazine,depression; depression,
DB09253,Safrazine,depression; depression,
DB09254,Caroxazone,depression; depression,
DB09262,Imidafenacin,,thirst; constipation
DB09264,Idarucizumab,,pyrexia; headache; delirium; constipation; pneumonia
DB09270,Ubidecarenone,migraine; fibromyalgia; hypertension; fibromyalgia; hypertension; heart failure; fibromyalgia; migraine; diabetes,
DB09272,Eluxadoline,diarrhea; diarrhea; irritable bowel syndrome,pain; abdominal pain; nausea; abdominal pain; constipation; abdominal pain
DB09273,Doxofylline,asthma; asthma,
DB09274,Artesunate,malaria,
DB09275,Bismuth Subcitrate,reflux; dyspepsia; dyspepsia; gastritis; peptic ulcer,
DB09276,Sodium aurothiomalate,arthritis; arthritis,discomfort; hematuria; dermatitis; pruritus; purpura; purpura; hematuria; dermatitis; anemia
DB09278,Activated charcoal,,vomiting; diarrhea; constipation; diarrhea
DB09279,Fimasartan,hypertension; hypertension; heart failure,
DB09280,Lumacaftor,,fatigue; dyspnea; rhinorrhea; nausea; flatulence; diarrhea; rash; fatigue; fatigue; fatigue; rash; dyspnea; diarrhea; influenza
DB09281,Magnesium Trisilicate,heartburn; indigestion; indigestion; heartburn,diarrhea; diarrhea
DB09283,Trapidil,angina; angina,
DB09284,Imolamine,angina; angina,
DB09286,Pipamperone,schizophrenia,
DB09287,Polyethylene glycol,constipation,diarrhea; diarrhea
DB09288,Propacetamol,pain,
DB09289,Tianeptine,asthma; irritable bowel syndrome; asthma,
DB09290,Ramosetron,nausea; vomiting; diarrhea; diarrhea; irritable bowel syndrome,
DB09291,Rolapitant,nausea; vomiting,pain; abdominal pain; dizziness; hiccups; dyspepsia; abdominal pain; dyspepsia; abdominal pain; urinary tract infection; anemia
DB09292,Sacubitril,heart failure,dizziness; cough; hypotension; cough; hypotension
DB09293,Iodide I-131,hyperthyroidism,edema; swelling; pain; chest pain; chest pain; tachycardia; edema; swelling; rash; hives; swelling; itching; tachycardia; rash; depression; hypothyroidism; hyperthyroidism; anemia; leukemia; thrombocytopenia; depression
DB09296,Ombitasvir,hepatitis; cirrhosis; hepatitis,fatigue; asthenia; nausea; pruritus; fatigue; fatigue; fatigue; insomnia
DB09297,Paritaprevir,hepatitis; cirrhosis; hepatitis,
DB09299,Tenofovir alafenamide,hepatitis; hiv; hepatitis,
DB09300,Butylscopolamine,pain; cramping,
DB09301,Chondroitin sulfate,osteoarthritis,
DB09304,Setiptiline,depression; depression,
DB09305,Aptazapine,depression; depression,
DB09306,Metralindole,depression; depression,
DB09307,Oxaprotiline,depression; depression,
DB09308,Solithromycin,pneumonia,
DB09310,Coagulation Factor XIII A-Subunit (Recombinant),,pain; headache
DB09311,Polycarbophil calcium,constipation,
DB09312,Antilymphocyte immunoglobulin (horse),anemia,pyrexia; chills; arthralgia; arthralgia; rash; arthralgia; rash; thrombocytopenia
DB09314,Technetium Tc-99m pertechnetate,reflux,
DB09315,Xenon-133,gas,
DB09316,Thallous Chloride,coronary artery disease,paralysis
DB09317,"Synthetic Conjugated Estrogens, A",menopause,
DB09318,"Synthetic Conjugated Estrogens, B",pain; vaginal dryness; menopause,
DB09320,Procaine benzylpenicillin,pneumonia; syphilis,fever; pain; paralysis; emesis; fever; syphilis
DB09321,Zinc oxide,dermatitis; dermatitis,
DB09322,Zinc sulfate,,diarrhea; diarrhea; anemia
DB09323,Benzathine benzylpenicillin,fever; fever; syphilis,paralysis
DB09326,Ammonia N-13,coronary artery disease,
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",hemophilia,
DB09343,Tipiracil,,febrile; anemia; thrombocytopenia
DB09345,Pramocaine,pain; discomfort; burning; pruritus; itching,
DB09351,Levobetaxolol,hypertension; hypertension,
DB09353,Sulfur,dermatitis; patches; dandruff; dermatitis; common cold,
